sku,nom,categorie,prix_dt,disponibilite,caracteristiques,description
LS-MO-000098,Driver moteur TB6612FNG (pilotage pas-à-pas),Modules,40.82,en stock,Driver TB6612FNG,"Module de pilotage moteur TB6612FNG, pilotage pas-à-pas."
LS-MO-000099,Driver moteur BTS7960 (1 moteur),Modules,31.71,en stock,Driver BTS7960,"Module de pilotage moteur BTS7960, 1 moteur."
LS-MO-000100,Driver moteur BTS7960 (2 moteurs),Modules,40.17,en stock,Driver BTS7960,"Module de pilotage moteur BTS7960, 2 moteurs."
LS-MO-000101,Driver moteur BTS7960 (pilotage pas-à-pas),Modules,40.42,en stock,Driver BTS7960,"Module de pilotage moteur BTS7960, pilotage pas-à-pas."
LS-CA-000001,Capteur DHT11 (module complet),Capteurs,15.44,en stock,"Température/humidité, ±2°C, ±5%","Capteur DHT11 — Température/humidité, ±2°C, ±5%. Livré en version module complet."
LS-CA-000002,Capteur DHT11 (capteur seul (nu)),Capteurs,50.35,en stock,"Température/humidité, ±2°C, ±5%","Capteur DHT11 — Température/humidité, ±2°C, ±5%. Livré en version capteur seul (nu)."
LS-CA-000003,Capteur DHT11 (breakout board),Capteurs,48.23,en stock,"Température/humidité, ±2°C, ±5%","Capteur DHT11 — Température/humidité, ±2°C, ±5%. Livré en version breakout board."
LS-CA-000004,Capteur DHT22 (module complet),Capteurs,30.18,en stock,"Température/humidité, ±0.5°C, ±2%","Capteur DHT22 — Température/humidité, ±0.5°C, ±2%. Livré en version module complet."
LS-CA-000005,Capteur DHT22 (capteur seul (nu)),Capteurs,50.27,sur commande,"Température/humidité, ±0.5°C, ±2%","Capteur DHT22 — Température/humidité, ±0.5°C, ±2%. Livré en version capteur seul (nu)."
LS-CA-000006,Capteur DHT22 (breakout board),Capteurs,42.54,en stock,"Température/humidité, ±0.5°C, ±2%","Capteur DHT22 — Température/humidité, ±0.5°C, ±2%. Livré en version breakout board."
LS-CA-000007,Capteur MQ-2 (module complet),Capteurs,41.26,en stock,"Gaz : fumée, GPL, propane","Capteur MQ-2 — Gaz : fumée, GPL, propane. Livré en version module complet."
LS-CA-000008,Capteur MQ-2 (capteur seul (nu)),Capteurs,19.33,en stock,"Gaz : fumée, GPL, propane","Capteur MQ-2 — Gaz : fumée, GPL, propane. Livré en version capteur seul (nu)."
LS-CA-000009,Capteur MQ-2 (breakout board),Capteurs,14.64,en stock,"Gaz : fumée, GPL, propane","Capteur MQ-2 — Gaz : fumée, GPL, propane. Livré en version breakout board."
LS-CA-000010,Capteur MQ-3 (module complet),Capteurs,39.26,en stock,Gaz : alcool,Capteur MQ-3 — Gaz : alcool. Livré en version module complet.
LS-CA-000011,Capteur MQ-3 (capteur seul (nu)),Capteurs,55.33,en stock,Gaz : alcool,Capteur MQ-3 — Gaz : alcool. Livré en version capteur seul (nu).
LS-CA-000012,Capteur MQ-3 (breakout board),Capteurs,26.25,en stock,Gaz : alcool,Capteur MQ-3 — Gaz : alcool. Livré en version breakout board.
LS-CA-000013,Capteur MQ-4 (module complet),Capteurs,44.81,rupture de stock,Gaz : méthane,Capteur MQ-4 — Gaz : méthane. Livré en version module complet.
LS-CA-000014,Capteur MQ-4 (capteur seul (nu)),Capteurs,53.14,en stock,Gaz : méthane,Capteur MQ-4 — Gaz : méthane. Livré en version capteur seul (nu).
LS-CA-000015,Capteur MQ-4 (breakout board),Capteurs,49.78,en stock,Gaz : méthane,Capteur MQ-4 — Gaz : méthane. Livré en version breakout board.
LS-CA-000016,Capteur MQ-5 (module complet),Capteurs,35.37,rupture de stock,"Gaz : GPL, gaz naturel","Capteur MQ-5 — Gaz : GPL, gaz naturel. Livré en version module complet."
LS-CA-000017,Capteur MQ-5 (capteur seul (nu)),Capteurs,13.37,en stock,"Gaz : GPL, gaz naturel","Capteur MQ-5 — Gaz : GPL, gaz naturel. Livré en version capteur seul (nu)."
LS-CA-000018,Capteur MQ-5 (breakout board),Capteurs,37.28,en stock,"Gaz : GPL, gaz naturel","Capteur MQ-5 — Gaz : GPL, gaz naturel. Livré en version breakout board."
LS-CA-000019,Capteur MQ-6 (module complet),Capteurs,31.14,stock faible,"Gaz : GPL, butane","Capteur MQ-6 — Gaz : GPL, butane. Livré en version module complet."
LS-CA-000020,Capteur MQ-6 (capteur seul (nu)),Capteurs,29.21,rupture de stock,"Gaz : GPL, butane","Capteur MQ-6 — Gaz : GPL, butane. Livré en version capteur seul (nu)."
LS-CA-000021,Capteur MQ-6 (breakout board),Capteurs,14.68,stock faible,"Gaz : GPL, butane","Capteur MQ-6 — Gaz : GPL, butane. Livré en version breakout board."
LS-CA-000022,Capteur MQ-7 (module complet),Capteurs,46.23,stock faible,Gaz : monoxyde de carbone,Capteur MQ-7 — Gaz : monoxyde de carbone. Livré en version module complet.
LS-CA-000023,Capteur MQ-7 (capteur seul (nu)),Capteurs,47.47,en stock,Gaz : monoxyde de carbone,Capteur MQ-7 — Gaz : monoxyde de carbone. Livré en version capteur seul (nu).
LS-CA-000024,Capteur MQ-7 (breakout board),Capteurs,29.42,en stock,Gaz : monoxyde de carbone,Capteur MQ-7 — Gaz : monoxyde de carbone. Livré en version breakout board.
LS-CA-000025,Capteur MQ-8 (module complet),Capteurs,23.57,rupture de stock,Gaz : hydrogène,Capteur MQ-8 — Gaz : hydrogène. Livré en version module complet.
LS-CA-000026,Capteur MQ-8 (capteur seul (nu)),Capteurs,13.89,en stock,Gaz : hydrogène,Capteur MQ-8 — Gaz : hydrogène. Livré en version capteur seul (nu).
LS-CA-000027,Capteur MQ-8 (breakout board),Capteurs,17.49,en stock,Gaz : hydrogène,Capteur MQ-8 — Gaz : hydrogène. Livré en version breakout board.
LS-CA-000028,Capteur MQ-135 (module complet),Capteurs,32.3,en stock,"Qualité de l'air : CO2, ammoniac, benzène","Capteur MQ-135 — Qualité de l'air : CO2, ammoniac, benzène. Livré en version module complet."
LS-CA-000029,Capteur MQ-135 (capteur seul (nu)),Capteurs,28.27,en stock,"Qualité de l'air : CO2, ammoniac, benzène","Capteur MQ-135 — Qualité de l'air : CO2, ammoniac, benzène. Livré en version capteur seul (nu)."
LS-CA-000030,Capteur MQ-135 (breakout board),Capteurs,7.17,rupture de stock,"Qualité de l'air : CO2, ammoniac, benzène","Capteur MQ-135 — Qualité de l'air : CO2, ammoniac, benzène. Livré en version breakout board."
LS-CA-000031,Capteur HC-SR04 (module complet),Capteurs,31.56,rupture de stock,Distance ultrason 2cm-4m,Capteur HC-SR04 — Distance ultrason 2cm-4m. Livré en version module complet.
LS-CA-000032,Capteur HC-SR04 (capteur seul (nu)),Capteurs,28.06,rupture de stock,Distance ultrason 2cm-4m,Capteur HC-SR04 — Distance ultrason 2cm-4m. Livré en version capteur seul (nu).
LS-CA-000033,Capteur HC-SR04 (breakout board),Capteurs,36.26,en stock,Distance ultrason 2cm-4m,Capteur HC-SR04 — Distance ultrason 2cm-4m. Livré en version breakout board.
LS-CA-000034,Capteur VL53L0X (module complet),Capteurs,54.04,en stock,Distance laser ToF,Capteur VL53L0X — Distance laser ToF. Livré en version module complet.
LS-CA-000035,Capteur VL53L0X (capteur seul (nu)),Capteurs,32.98,en stock,Distance laser ToF,Capteur VL53L0X — Distance laser ToF. Livré en version capteur seul (nu).
LS-CA-000036,Capteur VL53L0X (breakout board),Capteurs,50.93,en stock,Distance laser ToF,Capteur VL53L0X — Distance laser ToF. Livré en version breakout board.
LS-CA-000037,Capteur Sharp GP2Y0A21 (module complet),Capteurs,56.36,sur commande,Distance infrarouge 10-80cm,Capteur Sharp GP2Y0A21 — Distance infrarouge 10-80cm. Livré en version module complet.
LS-CA-000038,Capteur Sharp GP2Y0A21 (capteur seul (nu)),Capteurs,56.24,en stock,Distance infrarouge 10-80cm,Capteur Sharp GP2Y0A21 — Distance infrarouge 10-80cm. Livré en version capteur seul (nu).
LS-CA-000039,Capteur Sharp GP2Y0A21 (breakout board),Capteurs,10.95,en stock,Distance infrarouge 10-80cm,Capteur Sharp GP2Y0A21 — Distance infrarouge 10-80cm. Livré en version breakout board.
LS-CA-000040,Capteur HC-SR501 PIR (module complet),Capteurs,15.75,en stock,Mouvement infrarouge passif,Capteur HC-SR501 PIR — Mouvement infrarouge passif. Livré en version module complet.
LS-CA-000041,Capteur HC-SR501 PIR (capteur seul (nu)),Capteurs,31.79,en stock,Mouvement infrarouge passif,Capteur HC-SR501 PIR — Mouvement infrarouge passif. Livré en version capteur seul (nu).
LS-CA-000042,Capteur HC-SR501 PIR (breakout board),Capteurs,21.1,sur commande,Mouvement infrarouge passif,Capteur HC-SR501 PIR — Mouvement infrarouge passif. Livré en version breakout board.
LS-CA-000043,Capteur RCWL-0516 (module complet),Capteurs,52.61,en stock,Mouvement micro-ondes,Capteur RCWL-0516 — Mouvement micro-ondes. Livré en version module complet.
LS-CA-000044,Capteur RCWL-0516 (capteur seul (nu)),Capteurs,8.71,sur commande,Mouvement micro-ondes,Capteur RCWL-0516 — Mouvement micro-ondes. Livré en version capteur seul (nu).
LS-CA-000045,Capteur RCWL-0516 (breakout board),Capteurs,9.45,sur commande,Mouvement micro-ondes,Capteur RCWL-0516 — Mouvement micro-ondes. Livré en version breakout board.
LS-CA-000046,Capteur LDR photorésistance (module complet),Capteurs,7.96,en stock,Luminosité,Capteur LDR photorésistance — Luminosité. Livré en version module complet.
LS-CA-000047,Capteur LDR photorésistance (capteur seul (nu)),Capteurs,39.86,en stock,Luminosité,Capteur LDR photorésistance — Luminosité. Livré en version capteur seul (nu).
LS-CA-000048,Capteur LDR photorésistance (breakout board),Capteurs,12.26,rupture de stock,Luminosité,Capteur LDR photorésistance — Luminosité. Livré en version breakout board.
LS-CA-000049,Capteur BH1750 (module complet),Capteurs,20.2,en stock,Luminosité numérique I2C,Capteur BH1750 — Luminosité numérique I2C. Livré en version module complet.
LS-CA-000050,Capteur BH1750 (capteur seul (nu)),Capteurs,59.91,en stock,Luminosité numérique I2C,Capteur BH1750 — Luminosité numérique I2C. Livré en version capteur seul (nu).
LS-CA-000051,Capteur BH1750 (breakout board),Capteurs,15.09,en stock,Luminosité numérique I2C,Capteur BH1750 — Luminosité numérique I2C. Livré en version breakout board.
LS-CA-000052,Capteur TSL2561 (module complet),Capteurs,58.55,en stock,Luminosité numérique haute précision,Capteur TSL2561 — Luminosité numérique haute précision. Livré en version module complet.
LS-CA-000053,Capteur TSL2561 (capteur seul (nu)),Capteurs,25.9,rupture de stock,Luminosité numérique haute précision,Capteur TSL2561 — Luminosité numérique haute précision. Livré en version capteur seul (nu).
LS-CA-000054,Capteur TSL2561 (breakout board),Capteurs,37.57,stock faible,Luminosité numérique haute précision,Capteur TSL2561 — Luminosité numérique haute précision. Livré en version breakout board.
LS-CA-000055,Capteur Capteur son KY-038 (module complet),Capteurs,44.73,en stock,Détection sonore,Capteur Capteur son KY-038 — Détection sonore. Livré en version module complet.
LS-CA-000056,Capteur Capteur son KY-038 (capteur seul (nu)),Capteurs,50.25,stock faible,Détection sonore,Capteur Capteur son KY-038 — Détection sonore. Livré en version capteur seul (nu).
LS-CA-000057,Capteur Capteur son KY-038 (breakout board),Capteurs,8.41,en stock,Détection sonore,Capteur Capteur son KY-038 — Détection sonore. Livré en version breakout board.
LS-CA-000058,Capteur Microphone MAX9814 (module complet),Capteurs,9.44,en stock,Amplification audio,Capteur Microphone MAX9814 — Amplification audio. Livré en version module complet.
LS-CA-000059,Capteur Microphone MAX9814 (capteur seul (nu)),Capteurs,28.82,en stock,Amplification audio,Capteur Microphone MAX9814 — Amplification audio. Livré en version capteur seul (nu).
LS-CA-000060,Capteur Microphone MAX9814 (breakout board),Capteurs,25.73,rupture de stock,Amplification audio,Capteur Microphone MAX9814 — Amplification audio. Livré en version breakout board.
LS-CA-000061,Capteur ACS712-5A (module complet),Capteurs,14.43,en stock,Courant AC/DC ±5A,Capteur ACS712-5A — Courant AC/DC ±5A. Livré en version module complet.
LS-CA-000062,Capteur ACS712-5A (capteur seul (nu)),Capteurs,42.92,en stock,Courant AC/DC ±5A,Capteur ACS712-5A — Courant AC/DC ±5A. Livré en version capteur seul (nu).
LS-CA-000063,Capteur ACS712-5A (breakout board),Capteurs,49.56,en stock,Courant AC/DC ±5A,Capteur ACS712-5A — Courant AC/DC ±5A. Livré en version breakout board.
LS-CA-000064,Capteur ACS712-20A (module complet),Capteurs,37.6,en stock,Courant AC/DC ±20A,Capteur ACS712-20A — Courant AC/DC ±20A. Livré en version module complet.
LS-CA-000065,Capteur ACS712-20A (capteur seul (nu)),Capteurs,56.81,en stock,Courant AC/DC ±20A,Capteur ACS712-20A — Courant AC/DC ±20A. Livré en version capteur seul (nu).
LS-CA-000066,Capteur ACS712-20A (breakout board),Capteurs,47.62,en stock,Courant AC/DC ±20A,Capteur ACS712-20A — Courant AC/DC ±20A. Livré en version breakout board.
LS-CA-000067,Capteur ACS712-30A (module complet),Capteurs,24.07,en stock,Courant AC/DC ±30A,Capteur ACS712-30A — Courant AC/DC ±30A. Livré en version module complet.
LS-CA-000068,Capteur ACS712-30A (capteur seul (nu)),Capteurs,32.03,en stock,Courant AC/DC ±30A,Capteur ACS712-30A — Courant AC/DC ±30A. Livré en version capteur seul (nu).
LS-CA-000069,Capteur ACS712-30A (breakout board),Capteurs,21.95,en stock,Courant AC/DC ±30A,Capteur ACS712-30A — Courant AC/DC ±30A. Livré en version breakout board.
LS-CA-000070,Capteur BMP180 (module complet),Capteurs,35.48,en stock,Pression atmosphérique,Capteur BMP180 — Pression atmosphérique. Livré en version module complet.
LS-CA-000071,Capteur BMP180 (capteur seul (nu)),Capteurs,19.31,en stock,Pression atmosphérique,Capteur BMP180 — Pression atmosphérique. Livré en version capteur seul (nu).
LS-CA-000072,Capteur BMP180 (breakout board),Capteurs,19.49,en stock,Pression atmosphérique,Capteur BMP180 — Pression atmosphérique. Livré en version breakout board.
LS-CA-000073,Capteur BMP280 (module complet),Capteurs,30.01,en stock,Pression + température,Capteur BMP280 — Pression + température. Livré en version module complet.
LS-CA-000074,Capteur BMP280 (capteur seul (nu)),Capteurs,28.48,en stock,Pression + température,Capteur BMP280 — Pression + température. Livré en version capteur seul (nu).
LS-CA-000075,Capteur BMP280 (breakout board),Capteurs,25.86,en stock,Pression + température,Capteur BMP280 — Pression + température. Livré en version breakout board.
LS-CA-000076,Capteur BME280 (module complet),Capteurs,59.71,en stock,Pression + température + humidité,Capteur BME280 — Pression + température + humidité. Livré en version module complet.
LS-CA-000077,Capteur BME280 (capteur seul (nu)),Capteurs,30.15,en stock,Pression + température + humidité,Capteur BME280 — Pression + température + humidité. Livré en version capteur seul (nu).
LS-CA-000078,Capteur BME280 (breakout board),Capteurs,46.27,en stock,Pression + température + humidité,Capteur BME280 — Pression + température + humidité. Livré en version breakout board.
LS-CA-000079,Capteur BME680 (module complet),Capteurs,56.51,en stock,Pression + température + humidité + qualité air,Capteur BME680 — Pression + température + humidité + qualité air. Livré en version module complet.
LS-CA-000080,Capteur BME680 (capteur seul (nu)),Capteurs,46.67,en stock,Pression + température + humidité + qualité air,Capteur BME680 — Pression + température + humidité + qualité air. Livré en version capteur seul (nu).
LS-CA-000081,Capteur BME680 (breakout board),Capteurs,49.33,en stock,Pression + température + humidité + qualité air,Capteur BME680 — Pression + température + humidité + qualité air. Livré en version breakout board.
LS-CA-000082,Capteur TCS3200 (module complet),Capteurs,50.9,en stock,Couleur (RGB),Capteur TCS3200 — Couleur (RGB). Livré en version module complet.
LS-CA-000083,Capteur TCS3200 (capteur seul (nu)),Capteurs,21.88,en stock,Couleur (RGB),Capteur TCS3200 — Couleur (RGB). Livré en version capteur seul (nu).
LS-CA-000084,Capteur TCS3200 (breakout board),Capteurs,8.4,en stock,Couleur (RGB),Capteur TCS3200 — Couleur (RGB). Livré en version breakout board.
LS-CA-000085,Capteur TCS34725 (module complet),Capteurs,58.7,en stock,Couleur numérique I2C,Capteur TCS34725 — Couleur numérique I2C. Livré en version module complet.
LS-CA-000086,Capteur TCS34725 (capteur seul (nu)),Capteurs,11.46,en stock,Couleur numérique I2C,Capteur TCS34725 — Couleur numérique I2C. Livré en version capteur seul (nu).
LS-CA-000087,Capteur TCS34725 (breakout board),Capteurs,33.36,en stock,Couleur numérique I2C,Capteur TCS34725 — Couleur numérique I2C. Livré en version breakout board.
LS-CA-000088,Capteur TTP223 tactile (module complet),Capteurs,19.22,stock faible,Bouton tactile capacitif,Capteur TTP223 tactile — Bouton tactile capacitif. Livré en version module complet.
LS-CA-000089,Capteur TTP223 tactile (capteur seul (nu)),Capteurs,9.68,en stock,Bouton tactile capacitif,Capteur TTP223 tactile — Bouton tactile capacitif. Livré en version capteur seul (nu).
LS-CA-000090,Capteur TTP223 tactile (breakout board),Capteurs,44.57,en stock,Bouton tactile capacitif,Capteur TTP223 tactile — Bouton tactile capacitif. Livré en version breakout board.
LS-CA-000091,Capteur Capteur pluie FC-37 (module complet),Capteurs,56.67,en stock,Détection de pluie,Capteur Capteur pluie FC-37 — Détection de pluie. Livré en version module complet.
LS-CA-000092,Capteur Capteur pluie FC-37 (capteur seul (nu)),Capteurs,36.78,en stock,Détection de pluie,Capteur Capteur pluie FC-37 — Détection de pluie. Livré en version capteur seul (nu).
